segment_id,timestamp,zone,congestion_index,seasonal_z,iso_score,iso_anomaly,z_anomaly,anomaly_agreement,incident_count
SEG001,2024-04-29 08:00:00,Central,1.0,2.371,-0.0344,1,0,0,1
SEG001,2024-05-05 10:00:00,Central,1.0,6.005,-0.0348,1,1,1,1
SEG001,2024-05-15 17:00:00,Central,1.0,2.633,-0.0105,1,0,0,1
SEG001,2024-05-21 20:00:00,Central,1.0,5.285,-0.0367,1,1,1,1
SEG001,2024-05-24 08:00:00,Central,1.0,2.544,-0.0245,1,0,0,1
SEG001,2024-05-24 09:00:00,Central,1.0,2.454,-0.0034,1,0,0,0
SEG001,2024-05-29 08:00:00,Central,0.9744,3.152,-0.0069,1,1,1,1
SEG001,2024-06-14 09:00:00,Central,0.9494,2.096,-0.033,1,0,0,1
SEG001,2024-06-15 20:00:00,Central,1.0,5.744,-0.0192,1,1,1,1
SEG001,2024-06-16 07:00:00,Central,1.0,5.259,-0.0665,1,1,1,1
SEG001,2024-06-19 17:00:00,Central,1.0,2.633,-0.0427,1,0,0,1
SEG001,2024-06-28 12:00:00,Central,1.0,3.215,-0.0497,1,1,1,1
SEG001,2024-06-28 16:00:00,Central,1.0,2.454,-0.0154,1,0,0,1
SEG001,2024-06-28 17:00:00,Central,1.0,2.279,-0.0782,1,0,0,0
SEG001,2024-06-28 18:00:00,Central,1.0,2.328,-0.0376,1,0,0,0
SEG001,2024-07-01 10:00:00,Central,1.0,4.426,-0.0445,1,1,1,1
SEG001,2024-07-02 18:00:00,Central,1.0,3.014,-0.033,1,1,1,1
SEG001,2024-07-06 08:00:00,Central,1.0,3.481,-0.0091,1,1,1,1
SEG001,2024-07-08 08:00:00,Central,1.0,2.371,-0.0179,1,0,0,1
SEG001,2024-07-09 05:00:00,Central,1.0,6.5,-0.0854,1,1,1,1
SEG001,2024-07-12 09:00:00,Central,0.9379,2.014,-0.0148,1,0,0,1
SEG001,2024-07-12 14:00:00,Central,1.0,5.295,-0.0334,1,1,1,1
SEG001,2024-07-12 15:00:00,Central,1.0,3.628,-0.0052,1,1,1,0
SEG001,2024-07-12 16:00:00,Central,1.0,2.454,-0.0134,1,0,0,0
SEG001,2024-07-17 17:00:00,Central,1.0,2.633,-0.0226,1,0,0,1
SEG001,2024-07-19 11:00:00,Central,1.0,3.604,-0.0427,1,1,1,1
SEG001,2024-07-19 12:00:00,Central,1.0,3.215,-0.0166,1,1,1,0
SEG001,2024-07-19 15:00:00,Central,1.0,3.628,-0.0675,1,1,1,1
SEG001,2024-08-02 17:00:00,Central,1.0,2.279,-0.0219,1,0,0,1
SEG001,2024-08-02 18:00:00,Central,1.0,2.328,-0.0548,1,0,0,1
SEG001,2024-08-02 19:00:00,Central,1.0,4.649,-0.0128,1,1,1,0
SEG001,2024-08-13 08:00:00,Central,1.0,3.057,-0.0118,1,1,1,1
SEG001,2024-08-29 16:00:00,Central,1.0,3.026,-0.0227,1,1,1,1
SEG001,2024-08-29 18:00:00,Central,1.0,2.707,-0.0503,1,0,0,0
SEG001,2024-08-30 09:00:00,Central,1.0,2.454,-0.0751,1,0,0,1
SEG001,2024-08-30 10:00:00,Central,1.0,4.072,-0.0409,1,1,1,0
SEG001,2024-08-31 12:00:00,Central,1.0,3.628,-0.0136,1,1,1,1
SEG001,2024-09-02 17:00:00,Central,1.0,3.057,-0.057,1,1,1,1
SEG001,2024-09-04 22:00:00,Central,1.0,6.193,-0.0167,1,1,1,1
SEG001,2024-09-11 07:00:00,Central,1.0,4.812,-0.0358,1,1,1,1
SEG001,2024-09-11 08:00:00,Central,1.0,3.437,-0.0208,1,1,1,0
SEG001,2024-09-11 09:00:00,Central,1.0,3.285,-0.011,1,1,1,1
SEG001,2024-09-14 19:00:00,Central,1.0,5.233,-0.0009,1,1,1,1
SEG001,2024-09-17 21:00:00,Central,1.0,6.356,-0.0545,1,1,1,1
SEG001,2024-09-18 13:00:00,Central,1.0,4.346,-0.0688,1,1,1,1
SEG001,2024-09-19 17:00:00,Central,0.9302,2.078,-0.0115,1,0,0,1
SEG001,2024-09-20 11:00:00,Central,1.0,3.604,-0.0273,1,1,1,1
SEG001,2024-09-20 12:00:00,Central,1.0,3.215,-0.0393,1,1,1,0
SEG001,2024-09-28 21:00:00,Central,1.0,5.906,-0.0364,1,1,1,1
SEG001,2024-10-04 18:00:00,Central,1.0,2.328,-0.0385,1,0,0,1
SEG001,2024-10-06 11:00:00,Central,1.0,5.729,-0.0113,1,1,1,1
SEG001,2024-10-13 09:00:00,Central,1.0,5.854,-0.0183,1,1,1,1
SEG001,2024-10-13 19:00:00,Central,1.0,4.6,-0.039,1,1,1,1
SEG001,2024-10-17 17:00:00,Central,1.0,2.815,-0.0105,1,0,0,1
SEG001,2024-10-19 15:00:00,Central,1.0,6.254,-0.0493,1,1,1,1
SEG001,2024-10-23 18:00:00,Central,1.0,3.288,-0.05,1,1,1,1
SEG001,2024-10-23 19:00:00,Central,1.0,3.528,-0.0073,1,1,1,0
SEG001,2024-10-24 09:00:00,Central,1.0,3.244,-0.0515,1,1,1,1
SEG001,2024-10-24 10:00:00,Central,1.0,4.807,-0.0572,1,1,1,0
SEG001,2024-10-25 16:00:00,Central,1.0,2.454,-0.0385,1,0,0,1
SEG001,2024-10-25 17:00:00,Central,1.0,2.279,-0.0215,1,0,0,0
SEG001,2024-11-03 20:00:00,Central,1.0,4.306,-0.0385,1,1,1,1
SEG001,2024-11-06 14:00:00,Central,1.0,4.785,-0.0562,1,1,1,1
SEG001,2024-11-06 15:00:00,Central,1.0,5.126,-0.0244,1,1,1,0
SEG001,2024-11-08 08:00:00,Central,0.9069,1.57,-0.0102,1,0,0,0
SEG001,2024-11-10 14:00:00,Central,1.0,6.235,-0.0498,1,1,1,1
SEG001,2024-11-16 12:00:00,Central,1.0,3.628,-0.0864,1,1,1,1
SEG001,2024-11-21 22:00:00,Central,1.0,6.189,-0.0277,1,1,1,1
SEG001,2024-11-25 08:00:00,Central,1.0,2.371,-0.0522,1,0,0,1
SEG001,2024-11-25 09:00:00,Central,1.0,3.2,-0.0393,1,1,1,0
SEG001,2024-11-26 16:00:00,Central,1.0,3.413,-0.0585,1,1,1,1
SEG001,2024-11-27 20:00:00,Central,1.0,5.242,-0.0354,1,1,1,1
SEG001,2024-11-29 09:00:00,Central,1.0,2.454,-0.0598,1,0,0,1
SEG001,2024-11-29 18:00:00,Central,1.0,2.328,-0.0494,1,0,0,1
SEG001,2024-12-09 11:00:00,Central,1.0,4.954,-0.0531,1,1,1,1
SEG001,2024-12-09 12:00:00,Central,1.0,5.398,-0.0186,1,1,1,0
SEG001,2024-12-11 12:00:00,Central,1.0,4.786,-0.0152,1,1,1,1
SEG001,2024-12-12 17:00:00,Central,1.0,2.815,-0.05,1,0,0,1
SEG001,2024-12-12 18:00:00,Central,1.0,2.707,-0.0058,1,0,0,1
SEG001,2024-12-17 08:00:00,Central,0.905,2.081,-0.0163,1,0,0,0
SEG001,2024-12-28 12:00:00,Central,1.0,3.628,-0.0059,1,1,1,1
SEG002,2024-01-01 17:00:00,Central,0.9662,0.939,-0.0038,1,0,0,0
SEG002,2024-01-03 10:00:00,Central,1.0,4.117,-0.0111,1,1,1,1
SEG002,2024-01-05 09:00:00,Central,1.0,1.834,-0.0143,1,0,0,0
SEG002,2024-01-07 15:00:00,Central,1.0,4.075,-0.0315,1,1,1,1
SEG002,2024-01-07 16:00:00,Central,1.0,4.292,-0.031,1,1,1,0
SEG002,2024-01-08 08:00:00,Central,0.96,1.3,-0.0172,1,0,0,0
SEG002,2024-01-08 10:00:00,Central,1.0,3.838,-0.0268,1,1,1,1
SEG002,2024-01-20 13:00:00,Central,1.0,3.804,-0.0222,1,1,1,1
SEG002,2024-01-22 17:00:00,Central,1.0,1.231,-0.0415,1,0,0,1
SEG002,2024-01-22 18:00:00,Central,1.0,1.611,-0.0122,1,0,0,0
SEG002,2024-01-25 08:00:00,Central,0.9437,0.779,-0.0087,1,0,0,0
SEG002,2024-01-25 10:00:00,Central,1.0,3.653,-0.0118,1,1,1,1
SEG002,2024-01-29 08:00:00,Central,0.9813,1.54,-0.0162,1,0,0,0
SEG002,2024-01-31 08:00:00,Central,0.9917,1.686,-0.0257,1,0,0,0
SEG002,2024-02-01 16:00:00,Central,1.0,1.559,-0.0015,1,0,0,1
SEG002,2024-02-02 09:00:00,Central,1.0,1.834,-0.0245,1,0,0,1
SEG002,2024-02-02 18:00:00,Central,1.0,1.505,-0.0058,1,0,0,1
SEG002,2024-02-03 12:00:00,Central,1.0,4.626,-0.0018,1,1,1,1
SEG002,2024-02-06 16:00:00,Central,0.9887,1.902,-0.0042,1,0,0,1
SEG002,2024-02-08 18:00:00,Central,1.0,1.713,-0.019,1,0,0,0
SEG002,2024-02-09 08:00:00,Central,1.0,1.245,-0.0201,1,0,0,0
SEG002,2024-02-12 18:00:00,Central,1.0,1.611,-0.0468,1,0,0,1
SEG002,2024-02-16 15:00:00,Central,1.0,2.965,-0.0281,1,0,0,1
SEG002,2024-02-16 16:00:00,Central,1.0,1.733,-0.0509,1,0,0,0
SEG002,2024-02-23 13:00:00,Central,1.0,2.573,-0.0028,1,0,0,0
SEG002,2024-02-23 17:00:00,Central,1.0,1.363,-0.0113,1,0,0,0
SEG002,2024-02-27 07:00:00,Central,1.0,2.266,-0.0095,1,0,0,0
SEG002,2024-02-28 17:00:00,Central,0.977,1.249,-0.0174,1,0,0,0
SEG002,2024-02-29 08:00:00,Central,1.0,1.56,-0.0431,1,0,0,0
SEG002,2024-03-05 18:00:00,Central,0.9407,1.224,-0.0032,1,0,0,0
SEG002,2024-03-07 12:00:00,Central,1.0,3.724,-0.0257,1,1,1,1
SEG002,2024-03-08 07:00:00,Central,1.0,1.658,-0.0198,1,0,0,1
SEG002,2024-03-08 08:00:00,Central,1.0,1.245,-0.023,1,0,0,0
SEG002,2024-03-11 08:00:00,Central,0.9349,1.018,-0.0083,1,0,0,0
SEG002,2024-03-13 08:00:00,Central,1.0,1.784,-0.0331,1,0,0,0
SEG002,2024-03-13 17:00:00,Central,0.9759,1.238,-0.0076,1,0,0,0
SEG002,2024-03-14 08:00:00,Central,1.0,1.56,-0.0051,1,0,0,0
SEG002,2024-03-23 11:00:00,Central,1.0,4.311,-0.0101,1,1,1,0
SEG002,2024-03-23 17:00:00,Central,1.0,2.703,-0.0279,1,0,0,1
SEG002,2024-03-26 06:00:00,Central,1.0,3.935,-0.0073,1,1,1,1
SEG002,2024-03-26 07:00:00,Central,1.0,2.266,-0.0013,1,0,0,1
SEG002,2024-03-26 16:00:00,Central,0.941,1.433,-0.0017,1,0,0,0
SEG002,2024-04-01 17:00:00,Central,1.0,1.231,-0.0299,1,0,0,1
SEG002,2024-04-02 17:00:00,Central,1.0,1.49,-0.0169,1,0,0,0
SEG002,2024-04-02 22:00:00,Central,1.0,5.394,-0.0026,1,1,1,1
SEG002,2024-04-03 08:00:00,Central,0.9362,1.03,-0.0039,1,0,0,0
SEG002,2024-04-04 16:00:00,Central,0.9641,1.222,-0.0007,1,0,0,0
SEG002,2024-04-05 16:00:00,Central,0.9454,1.213,-0.0001,1,0,0,0
SEG002,2024-04-08 16:00:00,Central,0.9388,2.356,-0.0149,1,0,0,0
SEG002,2024-04-14 18:00:00,Central,1.0,2.7,-0.0074,1,0,0,1
SEG002,2024-04-18 17:00:00,Central,0.9299,0.582,-0.0015,1,0,0,0
SEG002,2024-04-19 08:00:00,Central,1.0,1.245,-0.0084,1,0,0,0
SEG002,2024-04-19 09:00:00,Central,0.9766,1.625,-0.017,1,0,0,0
SEG002,2024-04-23 17:00:00,Central,0.9297,0.738,-0.0098,1,0,0,0
SEG002,2024-04-24 18:00:00,Central,1.0,1.687,-0.0207,1,0,0,0
SEG002,2024-04-25 16:00:00,Central,1.0,1.559,-0.0472,1,0,0,1
SEG002,2024-04-25 17:00:00,Central,1.0,1.328,-0.0336,1,0,0,0
SEG002,2024-04-26 08:00:00,Central,0.9571,0.731,-0.0049,1,0,0,0
SEG002,2024-04-26 16:00:00,Central,1.0,1.733,-0.0462,1,0,0,0
SEG002,2024-04-26 17:00:00,Central,0.9562,0.701,-0.0085,1,0,0,0
SEG002,2024-04-26 18:00:00,Central,1.0,1.505,-0.0365,1,0,0,1
SEG002,2024-04-26 19:00:00,Central,1.0,2.562,-0.0068,1,0,0,0
SEG002,2024-04-29 08:00:00,Central,0.951,1.199,-0.0032,1,0,0,0
SEG002,2024-04-29 17:00:00,Central,0.9665,0.942,-0.0429,1,0,0,0
SEG002,2024-05-02 19:00:00,Central,1.0,3.501,-0.0257,1,1,1,1
SEG002,2024-05-03 18:00:00,Central,0.9795,1.243,-0.0314,1,0,0,0
SEG002,2024-05-07 17:00:00,Central,1.0,1.49,-0.0119,1,0,0,0
SEG002,2024-05-09 17:00:00,Central,0.9905,1.227,-0.0301,1,0,0,0
SEG002,2024-05-10 08:00:00,Central,0.9499,0.644,-0.0034,1,0,0,0
SEG002,2024-05-10 16:00:00,Central,0.9679,1.428,-0.0008,1,0,0,0
SEG002,2024-05-10 18:00:00,Central,0.9756,1.194,-0.0025,1,0,0,0
SEG002,2024-05-20 13:00:00,Central,1.0,4.246,-0.0011,1,1,1,0
SEG002,2024-05-20 17:00:00,Central,1.0,1.231,-0.0419,1,0,0,1
SEG002,2024-05-24 18:00:00,Central,0.987,1.339,-0.0408,1,0,0,0
SEG002,2024-05-28 13:00:00,Central,1.0,3.535,-0.0123,1,1,1,0
SEG002,2024-05-28 15:00:00,Central,0.9722,3.245,-0.0089,1,1,1,0
SEG002,2024-05-28 16:00:00,Central,1.0,2.013,-0.0479,1,0,0,0
SEG002,2024-05-30 18:00:00,Central,0.9877,1.581,-0.0108,1,0,0,0
SEG002,2024-05-31 18:00:00,Central,1.0,1.505,-0.0316,1,0,0,1
SEG002,2024-05-31 19:00:00,Central,1.0,2.562,-0.034,1,0,0,0
SEG002,2024-06-10 17:00:00,Central,1.0,1.231,-0.0204,1,0,0,0
SEG002,2024-06-10 18:00:00,Central,0.9714,1.345,-0.0208,1,0,0,0
SEG002,2024-06-14 13:00:00,Central,1.0,2.573,-0.0386,1,0,0,1
SEG002,2024-06-15 20:00:00,Central,1.0,4.349,-0.0089,1,1,1,1
SEG002,2024-06-17 17:00:00,Central,1.0,1.231,-0.0206,1,0,0,0
SEG002,2024-06-17 18:00:00,Central,1.0,1.611,-0.0061,1,0,0,0
SEG002,2024-06-18 16:00:00,Central,1.0,2.013,-0.0032,1,0,0,1
SEG002,2024-06-18 17:00:00,Central,1.0,1.49,-0.011,1,0,0,0
SEG002,2024-06-19 08:00:00,Central,0.9106,0.727,-0.0015,1,0,0,0
SEG002,2024-06-20 17:00:00,Central,0.9538,0.836,-0.0237,1,0,0,0
SEG002,2024-06-21 17:00:00,Central,0.9846,1.13,-0.0153,1,0,0,0
SEG002,2024-06-24 06:00:00,Central,1.0,4.994,-0.0171,1,1,1,1
SEG002,2024-06-24 17:00:00,Central,1.0,1.231,-0.0162,1,0,0,0
SEG002,2024-06-24 18:00:00,Central,0.9979,1.591,-0.0483,1,0,0,0
SEG002,2024-06-27 16:00:00,Central,0.9671,1.25,-0.0181,1,0,0,0
SEG002,2024-06-28 08:00:00,Central,0.9614,0.782,-0.0004,1,0,0,0
SEG002,2024-07-01 17:00:00,Central,1.0,1.231,-0.0218,1,0,0,0
SEG002,2024-07-02 21:00:00,Central,1.0,6.175,-0.0211,1,1,1,1
SEG002,2024-07-03 17:00:00,Central,1.0,1.482,-0.0312,1,0,0,0
SEG002,2024-07-04 16:00:00,Central,1.0,1.559,-0.0202,1,0,0,0
SEG002,2024-07-05 17:00:00,Central,0.9975,1.325,-0.0227,1,0,0,0
SEG002,2024-07-12 06:00:00,Central,1.0,2.907,-0.0161,1,0,0,1
SEG002,2024-07-15 08:00:00,Central,1.0,1.75,-0.0234,1,0,0,0
SEG002,2024-07-16 08:00:00,Central,0.986,1.846,-0.0078,1,0,0,0
SEG002,2024-07-16 17:00:00,Central,0.9272,0.711,-0.0012,1,0,0,0
SEG002,2024-07-17 06:00:00,Central,1.0,4.344,-0.0118,1,1,1,1
SEG002,2024-07-17 08:00:00,Central,1.0,1.784,-0.0157,1,0,0,0
SEG002,2024-07-19 06:00:00,Central,1.0,2.907,-0.0041,1,0,0,1
SEG002,2024-07-19 09:00:00,Central,0.9785,1.642,-0.0005,1,0,0,0
SEG002,2024-07-19 18:00:00,Central,0.9753,1.19,-0.0195,1,0,0,0
SEG002,2024-07-23 08:00:00,Central,1.0,2.008,-0.0306,1,0,0,0
SEG002,2024-07-23 17:00:00,Central,0.983,1.308,-0.0396,1,0,0,0
SEG002,2024-07-23 18:00:00,Central,1.0,1.868,-0.0173,1,0,0,1
SEG002,2024-07-25 19:00:00,Central,1.0,3.501,-0.0032,1,1,1,1
SEG002,2024-07-26 07:00:00,Central,1.0,1.658,-0.0347,1,0,0,0
SEG002,2024-07-26 08:00:00,Central,1.0,1.245,-0.0202,1,0,0,0
SEG002,2024-08-02 17:00:00,Central,1.0,1.363,-0.0291,1,0,0,0
SEG002,2024-08-02 18:00:00,Central,1.0,1.505,-0.0234,1,0,0,0
SEG002,2024-08-05 17:00:00,Central,0.9753,1.018,-0.0174,1,0,0,0
SEG002,2024-08-06 19:00:00,Central,1.0,2.699,-0.0407,1,0,0,1
SEG002,2024-08-07 20:00:00,Central,1.0,5.314,-0.0124,1,1,1,1
SEG002,2024-08-08 18:00:00,Central,1.0,1.713,-0.0296,1,0,0,0
SEG002,2024-08-09 17:00:00,Central,1.0,1.363,-0.0152,1,0,0,1
SEG002,2024-08-09 18:00:00,Central,1.0,1.505,-0.0264,1,0,0,0
SEG002,2024-08-12 08:00:00,Central,0.9674,1.383,-0.0308,1,0,0,0
SEG002,2024-08-12 17:00:00,Central,1.0,1.231,-0.003,1,0,0,1
SEG002,2024-08-12 18:00:00,Central,1.0,1.611,-0.0248,1,0,0,0
SEG002,2024-08-14 17:00:00,Central,1.0,1.482,-0.0204,1,0,0,0
SEG002,2024-08-14 18:00:00,Central,1.0,1.687,-0.0205,1,0,0,1
SEG002,2024-08-15 15:00:00,Central,1.0,2.572,-0.0184,1,0,0,1
SEG002,2024-08-15 18:00:00,Central,1.0,1.713,-0.0209,1,0,0,0
SEG002,2024-08-16 07:00:00,Central,1.0,1.658,-0.0364,1,0,0,1
SEG002,2024-08-19 17:00:00,Central,0.9844,1.096,-0.035,1,0,0,0
SEG002,2024-08-20 17:00:00,Central,1.0,1.49,-0.0507,1,0,0,0
SEG002,2024-08-21 17:00:00,Central,0.9691,1.17,-0.0214,1,0,0,0
SEG002,2024-08-22 09:00:00,Central,0.9648,1.807,-0.0123,1,0,0,0
SEG002,2024-08-22 17:00:00,Central,0.9681,0.988,-0.0032,1,0,0,0
SEG002,2024-08-23 16:00:00,Central,1.0,1.733,-0.0074,1,0,0,1
SEG002,2024-08-23 17:00:00,Central,1.0,1.363,-0.0627,1,0,0,0
SEG002,2024-08-27 17:00:00,Central,0.9822,1.299,-0.0523,1,0,0,0
SEG002,2024-08-28 18:00:00,Central,1.0,1.687,-0.0141,1,0,0,1
SEG002,2024-08-29 16:00:00,Central,1.0,1.559,-0.0012,1,0,0,0
SEG002,2024-08-30 08:00:00,Central,0.9692,0.876,-0.0115,1,0,0,0
SEG002,2024-08-31 07:00:00,Central,1.0,2.854,-0.0309,1,0,0,1
SEG002,2024-09-03 08:00:00,Central,0.9345,1.248,-0.0143,1,0,0,0
SEG002,2024-09-05 16:00:00,Central,1.0,1.559,-0.0517,1,0,0,0
SEG002,2024-09-05 17:00:00,Central,1.0,1.328,-0.0168,1,0,0,0
SEG002,2024-09-05 18:00:00,Central,1.0,1.713,-0.0273,1,0,0,0
SEG002,2024-09-06 08:00:00,Central,0.9601,0.767,-0.0117,1,0,0,0
SEG002,2024-09-06 17:00:00,Central,0.9746,0.979,-0.0036,1,0,0,0
SEG002,2024-09-06 18:00:00,Central,0.9285,0.592,-0.0074,1,0,0,0
SEG002,2024-09-11 14:00:00,Central,1.0,3.513,-0.0333,1,1,1,0
SEG002,2024-09-13 07:00:00,Central,1.0,1.658,-0.028,1,0,0,1
SEG002,2024-09-15 18:00:00,Central,1.0,2.7,-0.0258,1,0,0,0
SEG002,2024-09-18 17:00:00,Central,1.0,1.482,-0.0457,1,0,0,0
SEG002,2024-09-19 08:00:00,Central,0.9522,0.897,-0.0116,1,0,0,0
SEG002,2024-09-25 17:00:00,Central,1.0,1.482,-0.0026,1,0,0,1
SEG002,2024-09-27 18:00:00,Central,1.0,1.505,-0.0062,1,0,0,0
SEG002,2024-09-30 19:00:00,Central,1.0,3.822,-0.0046,1,1,1,1
SEG002,2024-10-01 08:00:00,Central,0.9374,1.282,-0.0131,1,0,0,0
SEG002,2024-10-03 08:00:00,Central,1.0,1.56,-0.0371,1,0,0,0
SEG002,2024-10-03 17:00:00,Central,0.9251,0.531,-0.0013,1,0,0,0
SEG002,2024-10-04 09:00:00,Central,1.0,1.834,-0.0134,1,0,0,0
SEG002,2024-10-07 08:00:00,Central,1.0,1.75,-0.0312,1,0,0,1
SEG002,2024-10-07 09:00:00,Central,0.9767,2.183,-0.0189,1,0,0,0
SEG002,2024-10-08 09:00:00,Central,1.0,2.529,-0.0112,1,0,0,1
SEG002,2024-10-09 17:00:00,Central,0.9868,1.348,-0.0121,1,0,0,0
SEG002,2024-10-11 07:00:00,Central,1.0,1.658,-0.0517,1,0,0,0
SEG002,2024-10-11 10:00:00,Central,1.0,3.248,-0.0046,1,1,1,1
SEG002,2024-10-11 11:00:00,Central,1.0,2.817,-0.006,1,0,0,0
SEG002,2024-10-16 17:00:00,Central,0.8916,0.387,-0.0014,1,0,0,0
SEG002,2024-10-17 08:00:00,Central,0.9967,1.514,-0.015,1,0,0,0
SEG002,2024-10-21 17:00:00,Central,0.9454,0.759,-0.0078,1,0,0,0
SEG002,2024-10-24 16:00:00,Central,1.0,1.559,-0.015,1,0,0,1
SEG002,2024-10-30 17:00:00,Central,1.0,1.482,-0.0199,1,0,0,1
SEG002,2024-10-31 08:00:00,Central,1.0,1.56,-0.0225,1,0,0,0
SEG002,2024-11-01 17:00:00,Central,0.9971,1.319,-0.0305,1,0,0,0
SEG002,2024-11-04 08:00:00,Central,0.9779,1.501,-0.0253,1,0,0,0
SEG002,2024-11-06 08:00:00,Central,0.8902,0.486,-0.0,1,0,0,0
SEG002,2024-11-06 18:00:00,Central,1.0,1.687,-0.0208,1,0,0,0
SEG002,2024-11-08 13:00:00,Central,1.0,2.573,-0.0168,1,0,0,1
SEG002,2024-11-08 16:00:00,Central,1.0,1.733,-0.0239,1,0,0,0
SEG002,2024-11-08 19:00:00,Central,1.0,2.562,-0.0199,1,0,0,0
SEG002,2024-11-11 18:00:00,Central,1.0,1.611,-0.0048,1,0,0,1
SEG002,2024-11-12 10:00:00,Central,1.0,3.5,-0.0103,1,1,1,0
SEG002,2024-11-13 18:00:00,Central,1.0,1.687,-0.0121,1,0,0,0
SEG002,2024-11-14 06:00:00,Central,1.0,4.92,-0.0156,1,1,1,1
SEG002,2024-11-15 08:00:00,Central,1.0,1.245,-0.0578,1,0,0,0
SEG002,2024-11-17 17:00:00,Central,1.0,3.961,-0.0521,1,1,1,1
SEG002,2024-11-17 18:00:00,Central,1.0,2.7,-0.023,1,0,0,0
SEG002,2024-11-19 17:00:00,Central,0.9805,1.281,-0.02,1,0,0,0
SEG002,2024-11-21 17:00:00,Central,1.0,1.328,-0.0119,1,0,0,0
SEG002,2024-11-21 18:00:00,Central,1.0,1.713,-0.031,1,0,0,0
SEG002,2024-11-22 08:00:00,Central,1.0,1.245,-0.019,1,0,0,0
SEG002,2024-11-22 16:00:00,Central,0.9969,1.704,-0.0307,1,0,0,0
SEG002,2024-11-23 15:00:00,Central,1.0,3.857,-0.0065,1,1,1,1
SEG002,2024-11-25 17:00:00,Central,1.0,1.231,-0.0207,1,0,0,1
SEG002,2024-11-25 18:00:00,Central,1.0,1.611,-0.005,1,0,0,0
SEG002,2024-11-26 17:00:00,Central,1.0,1.49,-0.0202,1,0,0,0
SEG002,2024-11-26 18:00:00,Central,1.0,1.868,-0.0239,1,0,0,0
